대학ID,학년도,학과명,계열,모집인원,지원자,입학자
77,2026,스마트호스피탈리티학과,사회계열,25,92,21
77,2026,시니어스포츠지도학과,예체능계열,30,45,30
77,2026,식품공학과,자연계열,45,185,46
77,2026,식품영양학과,자연계열,45,330,51
77,2026,신소재공학과,공학계열,41,293,43
77,2026,심리학과,인문계열,35,289,39
77,2026,아동학과,사회계열,40,208,41
77,2026,영어영문학과,인문계열,45,391,45
77,2026,영화학과,예체능계열,31,171,32
77,2026,외식경영학과,사회계열,45,225,48
77,2026,유아교육과,교육계열,20,205,22
77,2026,유통물류학과,사회계열,50,208,52
77,2026,음악학과,예체능계열,21,130,21
77,2026,응급구조학과,의약계열,30,407,34
77,2026,의료경영학과,사회계열,45,224,47
77,2026,의생명공학과,자연계열,45,216,46
77,2026,일본학과,인문계열,60,475,65
77,2026,임상병리학과,의약계열,53,444,58
77,2026,자동차공학과,공학계열,79,258,82
77,2026,자유전공,무전공,36,327,41
77,2026,재무부동산학과,사회계열,45,256,45
77,2026,전기공학과,공학계열,80,437,89
77,2026,전자공학과,공학계열,60,282,66
77,2026,제품디자인공학과,예체능계열,20,81,20
77,2026,조선해양공학과,공학계열,36,136,37
77,2026,중어중국학과,인문계열,36,298,36
77,2026,지능형컴퓨팅학과,공학계열,30,60,30
77,2026,창업투자경영학과,사회계열,30,98,31
77,2026,첨단에너지공학과,공학계열,30,130,31
77,2026,체육학과,예체능계열,55,576,55
77,2026,치위생학과,의약계열,44,347,48
77,2026,태권도학과,예체능계열,35,123,35
77,2026,토목공학과,공학계열,51,192,52
77,2026,패션디자인학과,예체능계열,40,285,45
77,2026,평생교육상담학과,교육계열,40,151,41
77,2026,한의예과,의약계열,50,820,50
77,2026,행정학과,사회계열,45,348,48
77,2026,호텔·컨벤션경영학과,사회계열,61,300,68
77,2026,화장품공학과,공학계열,31,209,31
77,2026,화학공학과,공학계열,46,223,46
77,2026,환경공학과,자연계열,36,213,36
77,2026,회계학과,사회계열,60,278,61
77,2026,AI다문화상담학과,사회계열,30,52,14
77,2026,e비즈니스학과,사회계열,30,129,32
77,2026,K-뷰티학과,예체능계열,30,280,33
78,2024,사회복지학과,사회계열,24,98,23
78,2024,사회혁신리더학과,사회계열,13,25,10
78,2024,상담심리학과,인문계열,24,86,23
78,2024,신학과,인문계열,8,10,5
78,2024,언어치료학과,교육계열,26,74,24
78,2025,사회혁신리더학부,사회계열,16,22,10
78,2025,휴먼케어서비스학부,무전공,80,267,76
78,2026,휴먼케어디자인학부,무전공,97,300,86
79,2025,건축대학,공학계열,87,1006,85
79,2025,경영대학,사회계열,253,2208,247
79,2025,멀티디자인학과,예체능계열,25,163,25
79,2025,물류유통경영학과,사회계열,20,4,3
79,2025,미디어?휴먼라이프대학,무전공,121,1635,115
79,2025,미래융합경영학과,사회계열,24,211,24
79,2025,반도체?ICT대학,공학계열,405,3840,404
79,2025,법무행정학과,사회계열,21,113,21
79,2025,복지상담경영학과,사회계열,0,1,0
79,2025,부동산학과,사회계열,29,138,29
79,2025,사회과학대학,사회계열,324,3694,321
79,2025,사회복지학과,사회계열,28,130,28
79,2025,스마트시스템공과대학,공학계열,342,3134,342
79,2025,스포츠?예술대학,예체능계열,264,3922,261
79,2025,심리치료학과,사회계열,24,111,24
79,2025,유통산업경영학과,사회계열,20,5,4
79,2025,인공지능?소프트웨어융합대학,공학계열,139,1947,133
79,2025,인문대학,인문계열,348,4015,345
79,2025,자율전공학부(인문),무전공,314,3395,305
79,2025,자율전공학부(자연),무전공,154,1356,148
79,2025,창의융합인재학부,인문계열,16,72,15
79,2025,행정서비스경영학과,사회계열,20,2,2
79,2025,화학?생명과학대학,자연계열,137,1720,135
79,2025,회계세무학과,사회계열,24,179,24
79,2026,건축대학,공학계열,87,1196,86
79,2026,경영대학,사회계열,248,2541,241
79,2026,글로벌비즈니스학전공(외),사회계열,12,12,12
79,2026,글로벌한국어학전공(외),인문계열,27,27,27
79,2026,멀티디자인학과,예체능계열,25,123,25
79,2026,물류유통경영학과,사회계열,20,12,12
79,2026,미디어·휴먼라이프대학,무전공,146,1617,143
79,2026,미래융합경영학과,사회계열,24,163,23
79,2026,반도체·ICT대학,공학계열,404,3428,402
79,2026,법무행정학과,사회계열,21,84,18
79,2026,복지상담경영학과,사회계열,20,3,3
79,2026,부동산학과,사회계열,29,129,27
79,2026,사회과학대학,사회계열,349,4505,347
79,2026,사회복지학과,사회계열,28,91,19
79,2026,스마트시스템공과대학,공학계열,312,3123,311
79,2026,스포츠·예술대학,예체능계열,262,4675,260
79,2026,스포츠산업경영학과,예체능계열,20,8,8
79,2026,심리치료학과,사회계열,24,73,24
79,2026,유통산업경영학과,사회계열,20,2,2
79,2026,인공지능·소프트웨어융합대학,공학계열,140,2117,135
79,2026,인문대학,인문계열,309,4545,309
79,2026,자율전공학부(인문),무전공,308,3513,305
79,2026,자율전공학부(자연),무전공,154,1344,152
79,2026,창의융합인재학부,인문계열,16,64,13
79,2026,행정서비스경영학과,사회계열,20,1,1
79,2026,화학·생명과학대학,자연계열,138,1584,138
79,2026,회계세무학과,사회계열,24,119,24
80,2024,건축학부,공학계열,70,362,80
80,2024,게임소프트웨어공학과,공학계열,27,179,30
80,2024,게임콘텐츠학과,공학계열,40,230,40
80,2024,경영학과,사회계열,44,423,53
80,2024,경찰법학과,사회계열,60,265,60
80,2024,경찰행정학부,사회계열,55,411,55
80,2024,관현악?작곡학부,예체능계열,38,78,0
80,2024,광고홍보커뮤니케이션학부,사회계열,60,343,63
80,2024,국악과,예체능계열,25,64,25
80,2024,국어교육과,교육계열,31,149,31
80,2024,국제예술?한국어학부,예체능계열,1,15,0
80,2024,글로벌비즈니스학과,사회계열,24,158,44
80,2024,금융경제학과,사회계열,22,97,22
80,2024,기타모집단위,인문계열,157,0,0
80,2024,도시공학과,공학계열,27,118,28
80,2024,도자디자인학과,예체능계열,35,157,36
80,2024,마케팅빅데이터학과,사회계열,26,120,24
80,2024,미술교육과,교육계열,29,178,29
80,2024,미술학부,예체능계열,45,214,46
80,2024,보건의료관리학과,의약계열,27,137,23
80,2024,부동산금융보험학과,사회계열,31,108,31
80,2024,사회복지학과,사회계열,61,380,69
80,2024,산업디자인학과,예체능계열,40,239,44
80,2024,생명과학과,자연계열,41,175,36
80,2024,섬유?패션디자인학과,예체능계열,38,230,41
80,2024,성악?뮤지컬학부,예체능계열,28,55,26
80,2024,소방안전학부,공학계열,80,410,81
80,2024,수학교육과,교육계열,24,89,24
80,2024,스포츠건강관리학과,예체능계열,60,363,59
80,2024,시각커뮤니케이션디자인학과,예체능계열,45,307,49
80,2024,식품제약학부,자연계열,37,162,38
80,2024,신학과,인문계열,41,78,40
80,2024,실용음악학부,예체능계열,30,76,0
80,2024,애니메이션학과,예체능계열,40,306,40
80,2024,역사학과,인문계열,27,130,23
80,2024,연극영화영상학부,예체능계열,45,198,46
80,2024,영어교육과,교육계열,31,132,30
80,2024,영어학과,인문계열,23,112,29
80,2024,외식조리?제과제빵학과,자연계열,30,501,35
80,2024,웹툰학과,예체능계열,82,712,82
80,2024,유아교육과,교육계열,26,189,25
80,2024,음악교육과,교육계열,27,244,27
80,2024,응급구조학과,의약계열,26,264,30
80,2024,입체조형학부,예체능계열,30,79,30
80,2024,전기전자공학과,공학계열,33,179,37
80,2024,중국문화?비즈니스학과,인문계열,22,91,19
80,2024,컴퓨터공학과,공학계열,40,289,41
80,2024,피아노학부,예체능계열,40,85,35
80,2024,항공호텔관광경영학과,사회계열,43,254,49
80,2024,화장품학과,공학계열,22,119,24
80,2025,건축학부,공학계열,66,308,78
80,2025,게임소프트웨어공학과,공학계열,26,221,28
80,2025,게임콘텐츠학과,공학계열,38,462,38
80,2025,경영학부,사회계열,60,435,94
80,2025,경찰법학과,사회계열,50,184,54
80,2025,경찰행정학부,사회계열,47,400,53
80,2025,공연콘텐츠학부,예체능계열,22,95,0
80,2025,관현악학부,예체능계열,28,71,0
80,2025,광고홍보커뮤니케이션학부,사회계열,57,347,76
80,2025,국악과,예체능계열,17,60,17
80,2025,국어교육과,교육계열,31,196,31
80,2025,국제예술?한국어학부,예체능계열,0,32,0
80,2025,금융경제학과,사회계열,21,165,27
80,2025,기타모집단위,인문계열,213,0,0
80,2025,도시공학과,공학계열,25,117,26
80,2025,도자디자인학과,예체능계열,33,177,35
80,2025,마케팅빅데이터학과,사회계열,22,102,32
80,2025,미술교육과,교육계열,29,205,29
80,2025,미술학부,예체능계열,43,194,47
80,2025,보건의료행정학과,사회계열,24,191,26
80,2025,부동산금융보험학과,사회계열,28,126,28
80,2025,사회복지학과,사회계열,55,382,59
80,2025,산업디자인학과,예체능계열,38,215,42
80,2025,생물산업학부,자연계열,33,120,35
80,2025,섬유?패션디자인학과,예체능계열,36,219,39
80,2025,소방방재학과,공학계열,73,345,74
80,2025,수학교육과,교육계열,24,124,24
80,2025,스포츠건강관리학과,예체능계열,55,398,56
80,2025,시각커뮤니케이션디자인학과,예체능계열,43,364,46
80,2025,식품제약학부,자연계열,33,123,34
80,2025,신학과,인문계열,38,86,38
80,2025,실용음악학부,예체능계열,25,83,0
80,2025,애니메이션학과,예체능계열,38,568,38
80,2025,역사학과,인문계열,22,145,24
80,2025,연극영화영상학부,예체능계열,43,216,43
80,2025,영어교육과,교육계열,31,164,31
80,2025,영어학과,인문계열,20,89,22
80,2025,외식조리?제과제빵학과,자연계열,27,530,36
80,2025,웹툰학과,예체능계열,78,1055,78
80,2025,유아교육과,교육계열,26,129,26
80,2025,음악교육과,교육계열,27,179,27
80,2025,응급구조학과,의약계열,25,325,28
80,2025,입체조형학부,예체능계열,28,171,28
80,2025,자율전공학부,무전공,53,224,53
80,2025,전기전자공학과,공학계열,30,234,35
80,2025,창의예술자율전공학부,예체능계열,30,144,30
80,2025,컴퓨터공학과,공학계열,38,274,45
80,2025,피아노학부,예체능계열,27,74,27
80,2025,항공호텔관광경영학과,사회계열,39,274,63
80,2025,화장품학과,공학계열,21,151,22
80,2025,AI응용학과,공학계열,25,119,26
80,2026,건축학부,공학계열,70,376,77
80,2026,게임소프트웨어공학과,공학계열,27,259,29
80,2026,게임콘텐츠학과,공학계열,40,396,40
80,2026,경영학부,사회계열,65,481,84
80,2026,경찰법학과,사회계열,56,291,57
80,2026,경찰행정학부,사회계열,53,383,60
80,2026,공연콘텐츠학부,예체능계열,26,142,0
80,2026,관현악학부,예체능계열,28,92,0
80,2026,광고홍보커뮤니케이션학부,사회계열,60,480,75
80,2026,국어교육과,교육계열,27,205,27
80,2026,글로벌융합학부 글로벌경제·개발협력전공,사회계열,0,15,15
80,2026,금융경제학과,사회계열,22,205,24
80,2026,기타모집단위,인문계열,99,0,0
80,2026,도시공학과,공학계열,26,270,28
80,2026,도자디자인학과,예체능계열,35,148,38
80,2026,마케팅빅데이터학과,사회계열,24,138,30
80,2026,미술교육과,교육계열,26,123,26
80,2026,미술학부,예체능계열,45,329,47
80,2026,보건의료행정학과,사회계열,29,303,30
80,2026,부동산금융보험학과,사회계열,31,185,31
80,2026,사회복지상담학부,사회계열,61,581,73
80,2026,산업디자인학과,예체능계열,40,202,44
80,2026,생물산업학부,자연계열,36,171,37
80,2026,섬유·패션디자인학과,예체능계열,38,212,42
80,2026,소방방재학과,공학계열,82,468,85
80,2026,수학교육과,교육계열,23,105,23
80,2026,스포츠건강관리학과,예체능계열,61,808,61
80,2026,시각디자인학과,예체능계열,45,256,49
80,2026,식품제약학부,자연계열,35,169,36
80,2026,신학과,인문계열,41,84,42
80,2026,실용음악학부,예체능계열,31,133,0
80,2026,애니메이션학과,예체능계열,40,692,40
80,2026,에듀테크융합자율전공학부,무전공,15,59,15
80,2026,역사학과,인문계열,24,263,27
80,2026,연극영화영상학부,예체능계열,45,258,45
80,2026,영어교육과,교육계열,28,183,28
80,2026,영어학과,인문계열,23,224,28
80,2026,외식조리·제과제빵학과,자연계열,34,582,42
80,2026,웹툰학과,예체능계열,82,1102,82
80,2026,유아교육과,교육계열,26,368,26
80,2026,음악교육과,교육계열,25,119,25
80,2026,응급구조학과,의약계열,32,348,38
80,2026,일본어·중국어문화학과,인문계열,22,129,23
80,2026,입체조형학부,예체능계열,30,198,34
80,2026,자율전공학부,무전공,53,553,53
80,2026,전기전자공학과,공학계열,33,510,40
80,2026,창의예술자율전공학부,예체능계열,30,156,30
80,2026,컴퓨터융합학부,공학계열,73,553,76
80,2026,피아노학부,예체능계열,26,85,26
80,2026,한국어·문화예술학부 한국어교육전공,인문계열,0,23,22
80,2026,항공호텔관광경영학과,사회계열,42,322,68
80,2026,화장품학과,공학계열,23,144,28
80,2026,AI응용학과,공학계열,25,168,27
81,2024,간호학과,의약계열,96,484,96
81,2024,사회복지학과,사회계열,16,55,9
81,2024,유아교육과,교육계열,14,39,5
81,2025,간호학과,의약계열,102,418,102
81,2025,사회복지학과,사회계열,13,53,13
81,2025,유아교육과,교육계열,12,30,5
81,2026,간호학과,의약계열,104,483,104
81,2026,사회복지학과,사회계열,13,65,12
81,2026,유아교육과,교육계열,11,40,4
81,2026,중독재활복지학과,사회계열,15,24,15
82,2024,간호학과,의약계열,102,883,102
82,2024,건축학과,공학계열,45,267,45
82,2024,게임공학전공,공학계열,63,280,63
82,2024,게임애니메이션전공,공학계열,35,297,35
82,2024,경영계열,사회계열,0,54,0
82,2024,경영학과,사회계열,87,543,89
82,2024,경찰법학과,사회계열,66,330,79
82,2024,공연예술학과,예체능계열,51,189,50
82,2024,관광경영학과,사회계열,36,198,33
82,2024,광고사진영상학과,예체능계열,41,233,41
82,2024,국어국문한국어교육학과,인문계열,35,134,30
82,2024,글로벌비즈니스학과,사회계열,31,145,29
82,2024,기독교사회복지학과,사회계열,28,141,16
82,2024,기타모집단위,인문계열,5,0,0
82,2024,드론로봇공학과,공학계열,39,227,40
82,2024,레저스포츠학부,예체능계열,0,16,0
